,時間戳記,照片 Picture,品牌 Brand,衣服長度 Clothes Length,服裝部位 Clothing Part,上半身 衣服種類 Top Clothing Type,下半身衣服種類 Bottom Clothing Type,價格 Price
2084,2024/11/6 下午 9:04:45,https://drive.google.com/open?id=15rX5jf8W-vNmDj3js42P42Txj7BWvLW6,Adidas,長 long,下半身 Bottom,,"牛仔褲/裙 jeans / demi skirt, 褲子 pants",3890
2085,2024/11/6 下午 9:04:45,https://drive.google.com/open?id=133H_iVHJ_WqBhdvI_nYOabdyvgkyjlGo,PAZZO,短 short,上半身 Top,背心 Vest,,590
2086,2024/11/6 下午 9:04:49,https://drive.google.com/open?id=1fipUictaHMAWv5-AHOpDxcklCU_vtovT,Puma,短 short,上半身 Top,"背心 Vest, 運動材質 Sport Tops",,880
2087,2024/11/6 下午 9:05:59,https://drive.google.com/open?id=1otRHiw3i-xvApE7ujmFlx0ZokqnlsFik,Adidas,長 long,下半身 Bottom,,"工裝褲/裙 cargo pants/skirt, 運動褲/裙 sweat pants / sports skirt, 褲子 pants",3290
2088,2024/11/6 下午 9:05:59,https://drive.google.com/open?id=11IokGEPDNCuZQ7VbJXWMCJoc_f-E-eTm,Puma,短 short,上半身 Top,T-Shirt,,980
2089,2024/11/6 下午 9:05:59,https://drive.google.com/open?id=1lyH5jMhL3IWbXwkyOiDZ4kjtDcM1J6nh,PAZZO,長 long,下半身 Bottom,,"工裝褲/裙 cargo pants/skirt, 吊帶褲/裙 overalls/jumper skirt, 褲子 pants",1090
2090,2024/11/6 下午 9:06:30,https://drive.google.com/open?id=1ZWjawYoJAA1h9ByJl0YWtmfZQ7eGky0E,PAZZO,長 long,下半身 Bottom,,"牛仔褲/裙 jeans / demi skirt, 吊帶褲/裙 overalls/jumper skirt, 褲子 pants",1290
2091,2024/11/6 下午 9:06:50,https://drive.google.com/open?id=1MrKRD51wKyaK5S_-sNJQk_Mpa9krjfzw,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2690
2092,2024/11/6 下午 9:07:00,https://drive.google.com/open?id=10Orp_7y6SnvnH54glXezGzkbKssI5AN2,PAZZO,長 long,下半身 Bottom,,"牛仔褲/裙 jeans / demi skirt, 吊帶褲/裙 overalls/jumper skirt, 褲子 pants",1290
2093,2024/11/6 下午 9:07:26,https://drive.google.com/open?id=1RxYzOduVSq09SvgMdimmLrcURhVr7nKK,PAZZO,長 long,下半身 Bottom,,"牛仔褲/裙 jeans / demi skirt, 工裝褲/裙 cargo pants/skirt, 吊帶褲/裙 overalls/jumper skirt, 褲子 pants",1290
2094,2024/11/6 下午 9:07:35,https://drive.google.com/open?id=11-sVi9wUjw1bClMZm0rOUmfkav1Uc2gq,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 裙子 skirt",3990
2095,2024/11/6 下午 9:07:39,https://drive.google.com/open?id=1KEw8dorwmiTFKiuBaYd9ymbaGhAiktUy,Puma,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,2380
2096,2024/11/6 下午 9:08:17,https://drive.google.com/open?id=1sfTpSDcebpWWxIM3rolEW7n5kCjGovbJ,PAZZO,長 long,下半身 Bottom,,"牛仔褲/裙 jeans / demi skirt, 吊帶褲/裙 overalls/jumper skirt, 褲子 pants",990
2097,2024/11/6 下午 9:08:21,https://drive.google.com/open?id=19N5Gq4oLk2SGNcuhVWs0ukrn4UxQRx7s,Puma,短 short,上半身 Top,"T-Shirt, 運動材質 Sport Tops",,1080
2098,2024/11/6 下午 9:08:37,https://drive.google.com/open?id=1cUJJd5tyNF6TfaGR-kD2DHokVLiz-9Ab,Adidas,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,4290
2099,2024/11/6 下午 9:09:03,https://drive.google.com/open?id=1WfYo3J96MzdP_hi1rIo1iZXJH8oXvy2Z,Puma,長 long,上半身 Top,外套 Jacket,,2280
2100,2024/11/6 下午 9:09:33,https://drive.google.com/open?id=1z8dAY7li13SfB4j6MTWAQJmdCBMW2K2b,Puma,短 short,上半身 Top,運動材質 Sport Tops,,1480
2101,2024/11/6 下午 9:09:42,https://drive.google.com/open?id=1NfRajrHCBxXTeuaCqYkjFtm8fwYQ1ury,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2690
2102,2024/11/6 下午 9:09:47,https://drive.google.com/open?id=1sEW0NPHZr-4AxbyWMW6LtwHdMLI6dqq6,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,2980
2103,2024/11/6 下午 9:10:23,https://drive.google.com/open?id=1HQY_EysXXgxbNQ5CAph_3mrNllg7ysaz,Puma,短 short,上半身 Top,"T-Shirt, 運動材質 Sport Tops",,1580
2104,2024/11/6 下午 9:10:31,https://drive.google.com/open?id=11-PBSU5GHrVyK-2jgiwOfiM9aJL6tfu4,Adidas,短 short,上半身 Top,T-Shirt,,1490
2105,2024/11/6 下午 9:10:49,https://drive.google.com/open?id=1TgXbpqBAD3epLE-3lvAbo52SaW0zpUhi,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,3680
2106,2024/11/6 下午 9:11:38,https://drive.google.com/open?id=17CUaqYdx4f_g6MsUOsLGyogtNPdK1MRZ,PAZZO,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",890
2107,2024/11/6 下午 9:11:46,https://drive.google.com/open?id=1kpllx9rdN31mTcKEqzTrdNL-kDpt0Una,Under Armour,短 short,上半身 Top,"背心 Vest, 外套 Jacket, 羽絨衣 Down coat / jacket",,4680
2108,2024/11/6 下午 9:11:56,https://drive.google.com/open?id=1r04H-QEuAbwG1qlRz4wub_58NUviIPh9,PAZZO,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",890
2109,2024/11/6 下午 9:12:07,https://drive.google.com/open?id=1pVzWm6bjaJFGh9N3KXFobCZxhHFa6M4h,Puma,短 short,上半身 Top,"T-Shirt, 運動材質 Sport Tops",,1580
2110,2024/11/6 下午 9:12:37,https://drive.google.com/open?id=13iRvd2qPl8_-2Pe3LUL0DysmDzt7qUNq,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2690
2111,2024/11/6 下午 9:12:46,https://drive.google.com/open?id=1R1f8gs-5CfMlA1cy1yFuQcKqUbLc5vt0,Puma,短 short,上半身 Top,"T-Shirt, 運動材質 Sport Tops",,1080
2112,2024/11/6 下午 9:12:48,https://drive.google.com/open?id=1kcUM0HDK6Wf62jfI6DANtu4pP9ciEbjt,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,4280
2113,2024/11/6 下午 9:13:28,https://drive.google.com/open?id=14xMe-Amwv5t2g3D0nu_v_ulH6qJaFCdY,Puma,長 long,上半身 Top,Shirt,,1880
2114,2024/11/6 下午 9:13:29,https://drive.google.com/open?id=1Yj0jrRhXGFgn6SPOtYrj8wTily1rcW9g,Adidas,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,2890
2115,2024/11/6 下午 9:14:19,https://drive.google.com/open?id=1HiSQKgpsnxaarWP65yTNrbyuxRFZFiQc,Puma,短 short,上半身 Top,T-Shirt,,880
2116,2024/11/6 下午 9:14:21,https://drive.google.com/open?id=17LYFdmMKdFzdc-sAvYFW7uHTJC1QubLg,Adidas,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1690
2117,2024/11/6 下午 9:15:07,https://drive.google.com/open?id=1baMXyv1RKXb1RfY54vu6KPW1TmNkkFJW,Adidas,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2690
2118,2024/11/6 下午 9:15:07,https://drive.google.com/open?id=1OGMGuAOykiAYzYzeKkGtkIaG1Rm7nYwV,Puma,短 short,上半身 Top,T-Shirt,,980
2119,2024/11/6 下午 9:15:36,https://drive.google.com/open?id=1In4SdPOk2OpFuwHYa5WDXEHeS62S7wHj,Puma,短 short,上半身 Top,T-Shirt,,1080
2120,2024/11/6 下午 9:15:42,https://drive.google.com/open?id=1j2-QT1NJB0YHvluPatOpdUJj-AsEpBCa,PAZZO,短 short,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 裙子 skirt",690
2121,2024/11/6 下午 9:16:05,https://drive.google.com/open?id=1BOh3pT-Z5psNAEpmaShqTZRRc4_BUhzQ,PAZZO,短 short,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 裙子 skirt",690
2122,2024/11/6 下午 9:16:09,https://drive.google.com/open?id=1XfILeqd8GDt7634V6whyj9UhxmuR3fMi,Puma,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,2580
2123,2024/11/6 下午 9:16:22,https://drive.google.com/open?id=1b4y-QOwDQkwUjGTOeaWWB63QBbScUUg4,PAZZO,短 short,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 裙子 skirt",690
2124,2024/11/6 下午 9:17:09,https://drive.google.com/open?id=1Ug6qT61txynLCBiYyauqUfbzk9tQ52uA,PAZZO,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",790
2125,2024/11/6 下午 9:17:11,https://drive.google.com/open?id=1bktnZP3YG-9TpWDncakSubdhELB_5EFG,Puma,長 long,上半身 Top,外套 Jacket,,2280
2126,2024/11/6 下午 9:17:28,https://drive.google.com/open?id=1NGf_kv5KyqjVm_Z-_kDFeA1Kknlyq1u1,PAZZO,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",790
2127,2024/11/6 下午 9:17:46,https://drive.google.com/open?id=15FzAdydlbswHz0lUMebuzQIRTOQcCWWV,PAZZO,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",790
2128,2024/11/6 下午 9:18:03,https://drive.google.com/open?id=1ZxPiWYjetsarWdeKADdo7VnKpl1d5lS0,PAZZO,長 long,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 裙子 skirt",790
2129,2024/11/6 下午 9:18:10,https://drive.google.com/open?id=1tvwN4tYbuN39EcxxgsGxlKvqnunmlCJP,Puma,長 long,上半身 Top,外套 Jacket,,2280
2130,2024/11/10 上午 9:19:00,https://drive.google.com/open?id=1EaBWnbrXCdzRKyHto0anaj0nUOprX6Ui,Under Armour,短 short,上半身 Top,"背心 Vest, 外套 Jacket",,2680
2131,2024/11/10 上午 9:22:19,https://drive.google.com/open?id=1MMqhOeBDRmUoyCUuqUVX3T7yeGqk0VmO,Under Armour,短 short,上半身 Top,"背心 Vest, 外套 Jacket",,3880
2132,2024/11/10 上午 9:24:20,https://drive.google.com/open?id=10mfKSmfp9B3mzHxas0taI2cMFraz5-7Q,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,4280
2133,2024/11/10 上午 9:27:42,https://drive.google.com/open?id=13kMmbyyT4PmglOmG34BmXol2Cq68SdZ-,Under Armour,短 short,上半身 Top,T-Shirt,,980
2134,2024/11/10 上午 9:29:23,https://drive.google.com/open?id=1JgN6XF65yzZix-XJ7lG39MTaV3tyYxlm,Under Armour,短 short,上半身 Top,T-Shirt,,1380
2135,2024/11/10 上午 9:30:19,https://drive.google.com/open?id=1I1L-hic23q5rkNUF9GGkgaMtgWlsDTVc,Under Armour,短 short,上半身 Top,T-Shirt,,1580
2136,2024/11/10 上午 9:32:09,https://drive.google.com/open?id=1YSOK1aa46UdCerofKPCRD9KjUatogeVj,Under Armour,短 short,上半身 Top,T-Shirt,,1380
2137,2024/11/10 上午 9:33:21,https://drive.google.com/open?id=1wxNfJiojpPjVah09IKtzR6uFGSb2GSpL,Under Armour,短 short,上半身 Top,T-Shirt,,1280
2138,2024/11/10 上午 9:34:41,https://drive.google.com/open?id=1qYkvvNxGWbOR3TCM_uPjuhVrOkhsFeso,Under Armour,短 short,上半身 Top,T-Shirt,,980
2139,2024/11/10 上午 9:36:54,https://drive.google.com/open?id=1Ax2qP6r1MH9LYG1aBpoejEVkYFiP-utm,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,2980
2140,2024/11/10 上午 9:39:03,https://drive.google.com/open?id=1fN7aowGiD1RumUr-rVpwMRzK0ILbeWE2,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,2280
2141,2024/11/10 上午 9:42:11,https://drive.google.com/open?id=1Au4domQvA8KlpW7ESHVkrWQOtqC3_FFA,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,2280
2142,2024/11/10 上午 9:43:40,https://drive.google.com/open?id=1QRE122uYi8cVop99D4_pKUfEhQ7S1eO_,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,3280
2143,2024/11/10 上午 9:45:39,https://drive.google.com/open?id=1UvFdsUTSDwAjfv7eXR5GTrV2gxKC2C_P,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,3980
2144,2024/11/10 上午 9:48:22,https://drive.google.com/open?id=1EHDOmb5tU9h1ZZ2vVEpo3jX--ahUz1-S,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,2580
2145,2024/11/10 上午 9:50:02,https://drive.google.com/open?id=1jn-DLRkZPTftZ8N9IAn5VIwRS-Vf5jpX,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie",,3680
2146,2024/11/10 上午 9:53:13,https://drive.google.com/open?id=1FigJFl7rIGMdhQm46rEtfM0ulWvAYY5x,Under Armour,長 long,上半身 Top,"外套 Jacket, 連帽衣 Hoodie, 運動材質 Sport Tops",,3580
2147,2024/11/10 上午 9:56:13,https://drive.google.com/open?id=1PTe2tTiAsBYsHljO8tFIGzi-L81_O2_R,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2080
2148,2024/11/10 上午 9:59:33,https://drive.google.com/open?id=1I063qIQ3ejkFD0dGc-IjHXFduIyh7pzW,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2880
2149,2024/11/10 上午 10:01:09,https://drive.google.com/open?id=1phjWMYYctIb72x9Y9RYOFaQ6sAAd3mZ4,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1880
2150,2024/11/10 上午 10:03:03,https://drive.google.com/open?id=13nNsWpKqbGkmFPjkzJUVJoFlMacYv8Rh,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1780
2151,2024/11/10 上午 10:05:06,https://drive.google.com/open?id=17PPgtg5LrHORBKF8zMULkNnjOpYibito,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2280
2152,2024/11/10 上午 10:09:26,https://drive.google.com/open?id=1M4EOZXzTw9mlS5qoJpudmYH_GntNR9gi,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1180
2153,2024/11/10 上午 10:16:15,https://drive.google.com/open?id=1PoUJZ368PtL5V_uT4TRiQbb9R-Uo4wM3,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2180
2154,2024/11/10 上午 10:19:16,https://drive.google.com/open?id=1Y9URiOftwuHedMscoK9TmnrjudWOH_ix,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1380
2155,2024/11/10 上午 10:48:19,https://drive.google.com/open?id=1N1kGZcr63MKsTL3TnnvI2x2mBk8mP2L1,Under Armour,短 short,下半身 Bottom,,"工裝褲/裙 cargo pants/skirt, 運動褲/裙 sweat pants / sports skirt, 褲子 pants",3280
2156,2024/11/10 上午 10:50:52,https://drive.google.com/open?id=1LHhWVJXclY3llXv_2WNIgWi6D8JD3K5z,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2080
2157,2024/11/10 上午 10:54:38,https://drive.google.com/open?id=1oR_UmHa-52kY3TcYtZPOmj1tYFrOhfOf,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1180
2158,2024/11/10 下午 12:23:24,https://drive.google.com/open?id=1Zhr8zFzBKmTM0gBBkWbA_bL8CbYVNHZM,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1980
2159,2024/11/10 下午 12:27:22,https://drive.google.com/open?id=1PzJC5X12uZcgPbIkNny2c4f6_G2cWJ6A,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1880
2160,2024/11/10 下午 12:29:21,https://drive.google.com/open?id=1lwQsHySKyEI7txqioKAMo4LL5Kn-dU2N,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2880
2161,2024/11/10 下午 12:31:37,https://drive.google.com/open?id=1YJS08BivccUPeWL_7AMeS4QN58_FJgVB,Under Armour,短 short,下半身 Bottom,,"工裝褲/裙 cargo pants/skirt, 運動褲/裙 sweat pants / sports skirt, 褲子 pants",2280
2162,2024/11/10 下午 12:33:57,https://drive.google.com/open?id=1GykoMcG-29GttnqfxSa56aqj5kbx2Te-,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1780
2163,2024/11/10 下午 12:37:36,https://drive.google.com/open?id=1MVSMaBhjHtqTlrAG9hUumcZp7n50EXx9,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1180
2164,2024/11/10 下午 12:39:08,https://drive.google.com/open?id=1JokvtObfJe5AI0avqH_6MaMTsmqd-uRY,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1780
2165,2024/11/10 下午 12:41:47,https://drive.google.com/open?id=1JqTvPOFTidItkOTfHKtKS0haxjjvFbJi,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1080
2166,2024/11/10 下午 12:44:24,https://drive.google.com/open?id=1mLBxH1ej-YIjJll4XtghEHZbM5AkH8jY,Under Armour,短 short,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 褲子 pants",1580
2167,2024/11/10 下午 12:45:59,https://drive.google.com/open?id=1kOa79nfrWCAepKdA5AVbUWpRCoq5_Rdg,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1180
2168,2024/11/10 下午 12:51:53,https://drive.google.com/open?id=1RR51EumPKQnKR03KBrQ9N8ZpeJd7oqjY,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1180
2169,2024/11/10 下午 12:54:34,https://drive.google.com/open?id=1E95xjYkfyL8hTF-MOilkx5rBXLBk02D8,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1080
2170,2024/11/10 下午 12:57:39,https://drive.google.com/open?id=1eMuBb6vr51WfdnngEou0BJWGoTHL2QVi,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 休閒褲/裙 casual pants/skirt, 褲子 pants",1580
2171,2024/11/10 下午 12:59:42,https://drive.google.com/open?id=1SEXEySBFcy1SV11I_N1Q1HNzb-yVUjlE,Under Armour,短 short,下半身 Bottom,,"休閒褲/裙 casual pants/skirt, 褲子 pants",1580
2172,2024/11/10 下午 1:01:03,https://drive.google.com/open?id=190I8dkzEyRBFacS00T3sbc9I35SJv3Mj,Under Armour,短 short,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1580
2173,2024/11/10 下午 2:15:08,https://drive.google.com/open?id=1QAoB6s3W7ijcDrmUDhRS4KC-6IYLEEbb,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1680
2174,2024/11/10 下午 2:22:14,https://drive.google.com/open?id=1LlLTA2ZyBjtg1I_rTORevVx8bYUqCXQN,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1480
2175,2024/11/10 下午 2:30:16,https://drive.google.com/open?id=17L-e6Bthg58q5bFE91u05fEKLWebrHpB,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2180
2176,2024/11/10 下午 2:37:42,https://drive.google.com/open?id=1L1xLcL6nEkcO9_kdKUzikwFpCNulol2c,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 西裝褲、裙 dress pants、skirt, 褲子 pants",2980
2177,2024/11/10 下午 2:41:32,https://drive.google.com/open?id=17W-gGzw2VGHT6QMBsduXcFLHaS4nG9kd,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2180
2178,2024/11/10 下午 2:43:50,https://drive.google.com/open?id=1jIywH1JHE-NXLTIwtYddnwl_J_kB4_ZW,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 西裝褲、裙 dress pants、skirt, 褲子 pants",2980
2179,2024/11/10 下午 2:47:28,https://drive.google.com/open?id=1Wp0c3qkRAfgrCANTuf_T_EOv8NB-G8ff,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 西裝褲、裙 dress pants、skirt, 褲子 pants",2980
2180,2024/11/10 下午 2:48:56,https://drive.google.com/open?id=1XfGDKixtmfV6HIRb8xabn5LDa1m4CQSK,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2080
2181,2024/11/10 下午 2:50:33,https://drive.google.com/open?id=1o3Ks22amWrw97tmtOriUikp8uM_8O2_I,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",3580
2182,2024/11/10 下午 2:56:46,https://drive.google.com/open?id=1HrFacWwDoe_7OhLov-U39aRYjQyWl2-B,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",1680
2183,2024/11/10 下午 2:57:53,https://drive.google.com/open?id=1WfUiCybQldJefubwTqTFCy6Ntz5L8VlG,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2180
2184,2024/11/10 下午 3:03:33,https://drive.google.com/open?id=1ssrdY7ga-E6W9iSBs-JdHrGujnyNJ-qu,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2980
2185,2024/11/10 下午 3:04:23,https://drive.google.com/open?id=1k9JqTbHlJggH8lT_yk8LwOASoQK1ZOvw,Under Armour,長 long,下半身 Bottom,,"工裝褲/裙 cargo pants/skirt, 運動褲/裙 sweat pants / sports skirt, 褲子 pants",3980
2186,2024/11/10 下午 3:11:29,https://drive.google.com/open?id=13zB7ahjwjBkaQ8LyQEzqogxkyFTaEVJT,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",3280
2187,2024/11/10 下午 3:12:13,https://drive.google.com/open?id=1KqmtCKR_pJzMXbWLVXdu3qJ445AZ863u,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2480
2188,2024/11/10 下午 3:13:19,https://drive.google.com/open?id=1MIIBu7weCEryfnvYBcWUUo4MxbOS0yF9,Under Armour,長 long,下半身 Bottom,,"運動褲/裙 sweat pants / sports skirt, 褲子 pants",2980
2189,2024/11/10 下午 3:14:32,https://drive.google.com/open?id=1wrn1BimizBF96TMKvJwVyb3v_3NNjnb0,Under Armour,長 long,下半身 Bottom,,"工裝褲/裙 cargo pants/skirt, 休閒褲/裙 casual pants/skirt, 西裝褲、裙 dress pants、skirt, 褲子 pants",3280
2190,2024/11/10 下午 3:15:25,https://drive.google.com/open?id=1jFqU1YVf_Ug7v3rYaAvoMoQE3BAdQGZi,Under Armour,長 long,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 褲子 pants",2980
2191,2024/11/10 下午 3:16:28,https://drive.google.com/open?id=1Qc5tQAT43Z5N8fYop2DuOkXXUxuCuOqW,Under Armour,長 long,下半身 Bottom,,"西裝褲、裙 dress pants、skirt, 褲子 pants",4480
2192,2024/11/10 下午 10:02:14,https://drive.google.com/open?id=1xeLMuArpvleIrkALFNphu1KGkWj3gUVq,Under Armour,短 short,上半身 Top,"背心 Vest, 運動材質 Sport Tops",,1380
2193,2024/11/12 上午 2:06:43,https://drive.google.com/open?id=1l8K9N1rzUf_6qFc2F3wd1Q_3NVuJi28q,PAZZO,長 long,上半身 Top,"外套 Jacket, 毛衣、針織衣 Sweater",,990
2194,2024/11/12 上午 2:07:41,https://drive.google.com/open?id=16PnR7XjFajlyY0-qxg671M9G2n1ESzU1,PAZZO,長 long,上半身 Top,"外套 Jacket, 毛衣、針織衣 Sweater",,990
2195,2024/11/12 上午 2:08:02,https://drive.google.com/open?id=1qMvE8kph61GTuL_IIpoMpkOliRzzYxij,PAZZO,長 long,上半身 Top,"外套 Jacket, 毛衣、針織衣 Sweater",,990
2196,2024/11/12 上午 2:08:31,https://drive.google.com/open?id=1vesaP1D9DLQ9EoT3y51pp-yll6MNt4-M,PAZZO,長 long,上半身 Top,"外套 Jacket, 毛衣、針織衣 Sweater",,990
2197,2024/11/12 上午 2:09:38,https://drive.google.com/open?id=1Tu6MLbxtUi1NuX-UZij_CI7Lxy65WVbc,PAZZO,長 long,洋裝 Dress,,,1290
2198,2024/11/12 上午 2:09:56,https://drive.google.com/open?id=1YiXJCATDy7uD-zGBvaXrMlAa5aeBKoGz,PAZZO,長 long,洋裝 Dress,,,1290
2199,2024/11/12 上午 2:10:16,https://drive.google.com/open?id=1vgmI28GgKynaY_iTIBQtwk1vXJvVLtRl,PAZZO,長 long,洋裝 Dress,,,1290
2200,2024/11/12 上午 2:14:54,https://drive.google.com/open?id=1XrI1ayzf1zd_VHn6JEYJVIMMeVW0X22M,PAZZO,長 long,上半身 Top,"外套 Jacket, 毛衣、針織衣 Sweater",,1290
2201,2024/11/12 上午 2:15:14,https://drive.google.com/open?id=1e6GU2tupmvdnvHdO8N8xLDGf-EKbnvWI,PAZZO,長 long,上半身 Top,"外套 Jacket, 毛衣、針織衣 Sweater",,1290
2202,2024/11/12 上午 2:15:35,https://drive.google.com/open?id=1YuRvs9ThzV5flwRmCbkOfVHAE_lCrcMI,PAZZO,長 long,上半身 Top,"外套 Jacket, 毛衣、針織衣 Sweater",,1290
2203,2024/11/12 上午 2:17:08,https://drive.google.com/open?id=1i1vzyGAyDuxEhOMu3NZgo-NOyKjzgkWg,PAZZO,長 long,上半身 Top,毛衣、針織衣 Sweater,,790
2204,2024/11/12 上午 2:17:31,https://drive.google.com/open?id=1l3aDZDIbbfZRkFCb206oYyYC_j8Po1-G,PAZZO,長 long,上半身 Top,毛衣、針織衣 Sweater,,790
